idArea,nombre_area,descripcion,id_subarea
198,Contabilidad de Costos,'',
199,Estados Financieros,'',
200,Sistemas de informacion Web,'',
201,Arquitectura de la Informacion,'',
202,Seguridad con sistemas informaticos,Seguridad domiciliaria y empresarial con sistemas informaticos,
203,Programacion Funcional Aplicada,Desarrollo de aplicaciones utilizando lenguajes funcioanles.,
204,simulacion,'',
205,Aeron�utica,"La aeron�utica es la ciencia relacionada con el estudio, disenio, manufactura y t�cnicas de control de aeronaves.",
206,Infografia,Im�genes generadas por ordenador,
207,Redes de Computadoras,Estudio de los niveles del modelo tpc/ip,
208,bd new,asd asd,
209,Programacion y Aplicaciones Web,'',
210,Contenedor CMS,"Un sistema de gestion de contenidos (content management system, abreviado CMS) es un programa que permite crear una estructura de soporte (framework) para la creacion y administracion de contenidos, principalmente en p�ginas web, por parte de los participantes.",
211,Redes Inalambricas,'',
212,Toma de Desiciones Administrativas,'',
213,Reconocimiento de voz,Reconocimiento de voz,
214,Reconocimiento de la voz,'',
215,Desarrollo de Software Inteligente ,Aplicacion de la Inteligencia Artificial al desarrollo de software,
216,Ambientes automatizados de apoyo para productos de construccion de software,'',
217,Programacion Movil,Desarrollo de aplicaciones para los dispocitivos moviles (Celulares),
218,Seguridad biometrica,Desarrollo de aplicaciones de seguridad utilizando biometria de tecleo,
219,Software Educativo,En esta �rea se engloban todo software orientados a la educacion en sus diferentes grados.,
220,Seguridad  y Gestion de Redes,'',
221,Programacion abajo Nivel,Uso del lenguaje de segunda generacion assembler ,
222,taller de programacion  a bajo nivel,"Se trata de aplicar los conocimientos adquiridos en la programacion con assembler, aprovechando al maximo la arquitectura de un computador y el sistema operativo.",
223,Aplicaciones WEB,"Aplicaciones creadas para el servicio web, orientadas a proveer un servicio a los usuarios.",
224,Servicio WEB,"Servicios orientados a los usuarios, con fines educativos, informativos, etc.",
225,Sistema de procesamiento de transacciones,'',
226,Educacion Superior en Ingenieria de Sistemas,'',
227,patrones de disenio,"El Patr�n de Disenio DAO busca el acoplamiento con el patr�n Modelo Vista Controlador (MVC). Creando las clases necesarias para el Modelo (CRUD), Controlador (Action), Vista, JSP.",
228,Informatica,'',
229,Sistema  de Apoyo a la Toma de decisiones,'',
230,Redes de computadoras intranet,'',
231,Aplicacion Web,'',
232,ingenieria de software,descripcion,207
233,sistema web,'',
234,"M-Commerce, M-Payment",Areas en las que se realizan distintas transacciones concretamente de pago y compra de bienes o servicios utilizando como herramineta un dispositivo movil. ,
235,Sistema de Informacion Administrativo,'',
236,Android,"Android es un sistema operativo orientado a dispositivos m�viles basado en una version modificada del n�cleo Linux.Inicialmente fue desarrollado por Android Inc., compa�ia que fue comprada despu�s por Google, y en la actualidad lo desarrollan los miembros de la Open Handset Alliance (liderada por Google).
La presentacion de la plataforma Android se realiz� el 5 de noviembre de 2007 junto con la fundacion Open Handset Alliance, un consorcio de 48 compa�ias de hardware, software y telecomunicaciones comprometidas con la promocion de est�ndares abiertos para dispositivos m�viles.Esta plataforma permite el desarrollo de aplicaciones por terceros a trav�s del SDK, proporcionada por el mismo Google, y mediante el lenguaje de programacion Java.Una alternativa es el uso del NDK (Native Development Kit) de Google para emplear el lenguaje de programacion C.

El c�digo fuente de Android est� disponible bajo diversas licencias de software libre y c�digo abierto destacando la version 2 de la licencia Apache.
Caracteristicas:
    * Framework  de aplicaciones: permite reutilizacion y reemplazo de componentes.
    * M�quina virtual Dalvik: optimizada para dispositivos m�viles.
    * Navegador integrado: basado en el motor de c�digo abierto WebKit.
    * Gr�ficos optimizados, con una biblioteca de gr�ficos 2D; gr�ficos 3D basado en la especificacion OpenGL ES 1.0 (aceleracion por hardware opcional).
    * SQLite para almacenamiento de datos estructurados.
    * Soporte para medios con formatos comunes de audio, v�deo e im�genes planas (MPEG4, H.264, MP3, OGG, AAC, AMR, JPG, PNG, GIF)
    * Telefonia GSM (dependiente del hardware)
    * Bluetooth, EDGE, 3G, y WiFi (dependiente del hardware)
    * C�mara, GPS, br�jula, y aceler�metro (dependiente del hardware)
    * Ambiente rico de desarrollo incluyendo un emulador de dispositivo, herramientas para depurar, perfiles de memoria y rendimiento, y un complemento para el IDE Eclipse.
    * Pantalla t�ctil
    * Android Market permite que los desarrolladores pongan sus aplicaciones, gratuitas o de pago, en el mercado a trav�s de esta aplicacion accesible desde la mayoria de los tel�fonos con Android.
",
237,Telecomunicaciones,"Se refiere a todo procedimiento que permite a un usuario hacer llegar a uno o varios usuarios determinados (ej. telefonia) o eventuales (ej. radio, television), informacion de cualquier naturaleza (documento escrito, impreso, imagen fija o en movimiento, videos, voz, m�sica, seiales visibles, seiales audibles, seiales de mandos mec�nicos, etc.), empleando para dicho procedimiento, cualquier sistema electromagn�tico para su transmision y/o recepcion (transmision el�ctrica por hilos, radioel�ctrica, �ptica, o una combinacion de estos diversos sistemas)",291
238,Sistemas de Gestion Web,Toda informacion sera manejada mediante el internet en linea con el apoyo de la herramienta Zend para Php,
239,Programacion Web,'',
240,Reconocimiento de Voz,ninguna,7
241,Redes de computadoras e internet,Redes de computadoras que se relacionan con internet,
242,Tecnologia Informatica en Educacion,'',
243,Sistema de Produccion,'',
244,Entornos Virtuales de Aprendizaje,'',
245,Workflow,'',
246,Redes de Comunicacion,'',
247,Desarrollo Web,Desarrollo Web,6
